marker_id	chr	pos_bp	pos_cM
m02_004138	chr02	49683498	49.683498
m02_004139	chr02	49684623	49.684623
m02_004140	chr02	49687923	49.687923
m02_004141	chr02	49689465	49.689465
m02_004142	chr02	49691101	49.691101
m02_004143	chr02	49698779	49.698779
m02_004144	chr02	49704959	49.704959
m02_004145	chr02	49706198	49.706198
m02_004146	chr02	49712237	49.712237
m02_004147	chr02	49715969	49.715969
m02_004148	chr02	49731044	49.731044
m02_004149	chr02	49732233	49.732233
m02_004150	chr02	49745531	49.745531
m02_004151	chr02	49752282	49.752282
m02_004152	chr02	49756942	49.756942
m02_004153	chr02	49759530	49.75953
m02_004154	chr02	49764995	49.764995
m02_004155	chr02	49810366	49.810366
m02_004156	chr02	49811123	49.811123
m02_004157	chr02	49815558	49.815558
m02_004158	chr02	49822712	49.822712
m02_004159	chr02	49829050	49.82905
m02_004160	chr02	49863216	49.863216
m02_004161	chr02	49872230	49.87223
m02_004162	chr02	49878436	49.878436
m02_004163	chr02	49896528	49.896528
m02_004164	chr02	49910936	49.910936
m02_004165	chr02	49919453	49.919453
m02_004166	chr02	49964620	49.96462
m03_000001	chr03	19124	0.019124
m03_000002	chr03	34995	0.034995
m03_000003	chr03	79424	0.079424
m03_000004	chr03	85050	0.08505
m03_000005	chr03	85635	0.085635
m03_000006	chr03	98044	0.098044
m03_000007	chr03	107183	0.107183
m03_000008	chr03	130666	0.130666
m03_000009	chr03	131151	0.131151
m03_000010	chr03	143790	0.14379
m03_000011	chr03	155137	0.155137
m03_000012	chr03	177558	0.177558
m03_000013	chr03	184597	0.184597
m03_000014	chr03	217715	0.217715
m03_000015	chr03	237066	0.237066
m03_000016	chr03	243154	0.243154
m03_000017	chr03	270023	0.270023
m03_000018	chr03	281111	0.281111
m03_000019	chr03	284697	0.284697
m03_000020	chr03	316606	0.316606
m03_000021	chr03	336757	0.336757
m03_000022	chr03	373967	0.373967
m03_000023	chr03	395096	0.395096
m03_000024	chr03	401229	0.401229
m03_000025	chr03	411319	0.411319
m03_000026	chr03	444837	0.444837
m03_000027	chr03	446177	0.446177
m03_000028	chr03	453031	0.453031
m03_000029	chr03	467680	0.46768
m03_000030	chr03	483026	0.483026
m03_000031	chr03	494644	0.494644
m03_000032	chr03	499788	0.499788
m03_000033	chr03	501511	0.501511
m03_000034	chr03	522223	0.522223
m03_000035	chr03	523253	0.523253
m03_000036	chr03	527447	0.527447
m03_000037	chr03	530262	0.530262
m03_000038	chr03	535068	0.535068
m03_000039	chr03	543073	0.543073
m03_000040	chr03	564253	0.564253
m03_000041	chr03	573163	0.573163
m03_000042	chr03	590930	0.59093
m03_000043	chr03	623146	0.623146
m03_000044	chr03	637391	0.637391
m03_000045	chr03	647075	0.647075
m03_000046	chr03	657318	0.657318
m03_000047	chr03	658279	0.658279
m03_000048	chr03	670805	0.670805
m03_000049	chr03	677992	0.677992
m03_000050	chr03	680422	0.680422
m03_000051	chr03	686440	0.68644
m03_000052	chr03	735600	0.7356
m03_000053	chr03	737538	0.737538
m03_000054	chr03	740987	0.740987
m03_000055	chr03	750766	0.750766
m03_000056	chr03	759039	0.759039
m03_000057	chr03	784313	0.784313
m03_000058	chr03	787731	0.787731
m03_000059	chr03	808190	0.80819
m03_000060	chr03	844076	0.844076
m03_000061	chr03	864004	0.864004
m03_000062	chr03	865955	0.865955
m03_000063	chr03	945653	0.945653
m03_000064	chr03	969267	0.969267
m03_000065	chr03	974792	0.974792
m03_000066	chr03	1001797	1.001797
m03_000067	chr03	1017799	1.017799
m03_000068	chr03	1028095	1.028095
m03_000069	chr03	1032274	1.032274
m03_000070	chr03	1033559	1.033559
m03_000071	chr03	1075993	1.075993
m03_000072	chr03	1076902	1.076902
m03_000073	chr03	1077572	1.077572
m03_000074	chr03	1081959	1.081959
m03_000075	chr03	1085689	1.085689
m03_000076	chr03	1088989	1.088989
m03_000077	chr03	1112735	1.112735
m03_000078	chr03	1136719	1.136719
m03_000079	chr03	1139905	1.139905
m03_000080	chr03	1143969	1.143969
m03_000081	chr03	1168691	1.168691
m03_000082	chr03	1173820	1.17382
m03_000083	chr03	1183096	1.183096
m03_000084	chr03	1197506	1.197506
m03_000085	chr03	1200830	1.20083
m03_000086	chr03	1209267	1.209267
m03_000087	chr03	1218168	1.218168
m03_000088	chr03	1235994	1.235994
m03_000089	chr03	1279601	1.279601
m03_000090	chr03	1279830	1.27983
m03_000091	chr03	1297248	1.297248
m03_000092	chr03	1302682	1.302682
m03_000093	chr03	1304501	1.304501
m03_000094	chr03	1314548	1.314548
m03_000095	chr03	1320645	1.320645
m03_000096	chr03	1327165	1.327165
m03_000097	chr03	1338903	1.338903
m03_000098	chr03	1375755	1.375755
m03_000099	chr03	1379835	1.379835
m03_000100	chr03	1385563	1.385563
m03_000101	chr03	1408122	1.408122
m03_000102	chr03	1427322	1.427322
m03_000103	chr03	1480904	1.480904
m03_000104	chr03	1483252	1.483252
m03_000105	chr03	1491193	1.491193
m03_000106	chr03	1491768	1.491768
m03_000107	chr03	1510921	1.510921
m03_000108	chr03	1514229	1.514229
m03_000109	chr03	1515165	1.515165
m03_000110	chr03	1531517	1.531517
m03_000111	chr03	1560367	1.560367
m03_000112	chr03	1560464	1.560464
m03_000113	chr03	1582756	1.582756
m03_000114	chr03	1583698	1.583698
m03_000115	chr03	1594417	1.594417
m03_000116	chr03	1599836	1.599836
m03_000117	chr03	1664584	1.664584
m03_000118	chr03	1669906	1.669906
m03_000119	chr03	1674375	1.674375
m03_000120	chr03	1683597	1.683597
m03_000121	chr03	1694554	1.694554
m03_000122	chr03	1702801	1.702801
m03_000123	chr03	1705943	1.705943
m03_000124	chr03	1721176	1.721176
m03_000125	chr03	1731947	1.731947
m03_000126	chr03	1732522	1.732522
m03_000127	chr03	1754184	1.754184
m03_000128	chr03	1765464	1.765464
m03_000129	chr03	1791358	1.791358
m03_000130	chr03	1831964	1.831964
m03_000131	chr03	1835797	1.835797
m03_000132	chr03	1839310	1.83931
m03_000133	chr03	1847686	1.847686
m03_000134	chr03	1885545	1.885545
m03_000135	chr03	1903262	1.903262
m03_000136	chr03	1911522	1.911522
m03_000137	chr03	1919251	1.919251
m03_000138	chr03	1924699	1.924699
m03_000139	chr03	1943699	1.943699
m03_000140	chr03	1948181	1.948181
m03_000141	chr03	1958006	1.958006
m03_000142	chr03	1975113	1.975113
m03_000143	chr03	1981063	1.981063
m03_000144	chr03	1991618	1.991618
m03_000145	chr03	2012560	2.01256
m03_000146	chr03	2020680	2.02068
m03_000147	chr03	2031756	2.031756
m03_000148	chr03	2040778	2.040778
m03_000149	chr03	2043807	2.043807
m03_000150	chr03	2047043	2.047043
m03_000151	chr03	2060359	2.060359
m03_000152	chr03	2060912	2.060912
m03_000153	chr03	2067111	2.067111
m03_000154	chr03	2084255	2.084255
m03_000155	chr03	2085467	2.085467
m03_000156	chr03	2096025	2.096025
m03_000157	chr03	2096748	2.096748
m03_000158	chr03	2134940	2.13494
m03_000159	chr03	2144587	2.144587
m03_000160	chr03	2161679	2.161679
m03_000161	chr03	2192322	2.192322
m03_000162	chr03	2210241	2.210241
m03_000163	chr03	2217544	2.217544
m03_000164	chr03	2238226	2.238226
m03_000165	chr03	2267233	2.267233
m03_000166	chr03	2277260	2.27726
m03_000167	chr03	2279577	2.279577
m03_000168	chr03	2282276	2.282276
m03_000169	chr03	2303267	2.303267
m03_000170	chr03	2306032	2.306032
m03_000171	chr03	2312155	2.312155
m03_000172	chr03	2313693	2.313693
m03_000173	chr03	2323931	2.323931
m03_000174	chr03	2356392	2.356392
m03_000175	chr03	2362905	2.362905
m03_000176	chr03	2404331	2.404331
m03_000177	chr03	2418214	2.418214
m03_000178	chr03	2428699	2.428699
m03_000179	chr03	2433613	2.433613
m03_000180	chr03	2436785	2.436785
m03_000181	chr03	2436978	2.436978
m03_000182	chr03	2440291	2.440291
m03_000183	chr03	2457895	2.457895
m03_000184	chr03	2463303	2.463303
m03_000185	chr03	2472203	2.472203
m03_000186	chr03	2494339	2.494339
m03_000187	chr03	2503859	2.503859
m03_000188	chr03	2506949	2.506949
m03_000189	chr03	2535391	2.535391
m03_000190	chr03	2547662	2.547662
m03_000191	chr03	2570971	2.570971
m03_000192	chr03	2584711	2.584711
m03_000193	chr03	2586456	2.586456
m03_000194	chr03	2599634	2.599634
m03_000195	chr03	2619735	2.619735
m03_000196	chr03	2620134	2.620134
m03_000197	chr03	2628216	2.628216
m03_000198	chr03	2638103	2.638103
m03_000199	chr03	2642176	2.642176
m03_000200	chr03	2653200	2.6532
m03_000201	chr03	2657005	2.657005
m03_000202	chr03	2658953	2.658953
m03_000203	chr03	2669219	2.669219
m03_000204	chr03	2691145	2.691145
m03_000205	chr03	2696664	2.696664
m03_000206	chr03	2698315	2.698315
m03_000207	chr03	2703364	2.703364
m03_000208	chr03	2711126	2.711126
m03_000209	chr03	2729466	2.729466
m03_000210	chr03	2738659	2.738659
m03_000211	chr03	2744407	2.744407
m03_000212	chr03	2758240	2.75824
m03_000213	chr03	2758242	2.758242
m03_000214	chr03	2763621	2.763621
m03_000215	chr03	2767562	2.767562
m03_000216	chr03	2780497	2.780497
m03_000217	chr03	2786933	2.786933
m03_000218	chr03	2819075	2.819075
m03_000219	chr03	2825051	2.825051
m03_000220	chr03	2828481	2.828481
m03_000221	chr03	2854773	2.854773
m03_000222	chr03	2858579	2.858579
m03_000223	chr03	2875118	2.875118
m03_000224	chr03	2885237	2.885237
m03_000225	chr03	2885654	2.885654
m03_000226	chr03	2891078	2.891078
m03_000227	chr03	2909024	2.909024
m03_000228	chr03	2914569	2.914569
m03_000229	chr03	2933618	2.933618
m03_000230	chr03	2942711	2.942711
m03_000231	chr03	2947754	2.947754
m03_000232	chr03	2959066	2.959066
m03_000233	chr03	2960404	2.960404
m03_000234	chr03	2962902	2.962902
m03_000235	chr03	2965828	2.965828
m03_000236	chr03	2977126	2.977126
m03_000237	chr03	2984860	2.98486
m03_000238	chr03	3024923	3.024923
m03_000239	chr03	3032910	3.03291
m03_000240	chr03	3056914	3.056914
m03_000241	chr03	3064225	3.064225
m03_000242	chr03	3084572	3.084572
m03_000243	chr03	3101686	3.101686
m03_000244	chr03	3102095	3.102095
m03_000245	chr03	3123938	3.123938
m03_000246	chr03	3144237	3.144237
m03_000247	chr03	3165809	3.165809
m03_000248	chr03	3169755	3.169755
m03_000249	chr03	3171627	3.171627
m03_000250	chr03	3188653	3.188653
m03_000251	chr03	3193350	3.19335
m03_000252	chr03	3240323	3.240323
m03_000253	chr03	3252194	3.252194
m03_000254	chr03	3256569	3.256569
m03_000255	chr03	3258739	3.258739
m03_000256	chr03	3262422	3.262422
m03_000257	chr03	3270227	3.270227
m03_000258	chr03	3276661	3.276661
m03_000259	chr03	3310787	3.310787
m03_000260	chr03	3328704	3.328704
m03_000261	chr03	3370535	3.370535
m03_000262	chr03	3383841	3.383841
m03_000263	chr03	3396819	3.396819
m03_000264	chr03	3402024	3.402024
m03_000265	chr03	3408740	3.40874
m03_000266	chr03	3410471	3.410471
m03_000267	chr03	3423431	3.423431
m03_000268	chr03	3458340	3.45834
m03_000269	chr03	3490652	3.490652
m03_000270	chr03	3491881	3.491881
m03_000271	chr03	3495282	3.495282
m03_000272	chr03	3505083	3.505083
m03_000273	chr03	3515919	3.515919
m03_000274	chr03	3538887	3.538887
m03_000275	chr03	3551877	3.551877
m03_000276	chr03	3565203	3.565203
m03_000277	chr03	3572465	3.572465
m03_000278	chr03	3596899	3.596899
m03_000279	chr03	3601540	3.60154
m03_000280	chr03	3630535	3.630535
m03_000281	chr03	3653548	3.653548
m03_000282	chr03	3654236	3.654236
m03_000283	chr03	3657583	3.657583
m03_000284	chr03	3670834	3.670834
m03_000285	chr03	3671159	3.671159
m03_000286	chr03	3672581	3.672581
m03_000287	chr03	3696400	3.6964
m03_000288	chr03	3730215	3.730215
m03_000289	chr03	3734355	3.734355
m03_000290	chr03	3737874	3.737874
m03_000291	chr03	3760738	3.760738
m03_000292	chr03	3777170	3.77717
m03_000293	chr03	3788763	3.788763
m03_000294	chr03	3819741	3.819741
m03_000295	chr03	3821174	3.821174
m03_000296	chr03	3860578	3.860578
m03_000297	chr03	3889814	3.889814
m03_000298	chr03	3897093	3.897093
m03_000299	chr03	3898367	3.898367
m03_000300	chr03	3906583	3.906583
m03_000301	chr03	3917985	3.917985
m03_000302	chr03	3929824	3.929824
m03_000303	chr03	3930258	3.930258
m03_000304	chr03	3944764	3.944764
m03_000305	chr03	3973357	3.973357
m03_000306	chr03	3976312	3.976312
m03_000307	chr03	3987473	3.987473
m03_000308	chr03	4010424	4.010424
m03_000309	chr03	4026474	4.026474
m03_000310	chr03	4041296	4.041296
m03_000311	chr03	4051497	4.051497
m03_000312	chr03	4086379	4.086379
m03_000313	chr03	4116715	4.116715
m03_000314	chr03	4118135	4.118135
m03_000315	chr03	4125164	4.125164
m03_000316	chr03	4142413	4.142413
m03_000317	chr03	4145918	4.145918
m03_000318	chr03	4163265	4.163265
m03_000319	chr03	4163511	4.163511
m03_000320	chr03	4172198	4.172198
m03_000321	chr03	4181015	4.181015
m03_000322	chr03	4200058	4.200058
m03_000323	chr03	4215844	4.215844
m03_000324	chr03	4222312	4.222312
m03_000325	chr03	4226517	4.226517
m03_000326	chr03	4232738	4.232738
m03_000327	chr03	4237702	4.237702
m03_000328	chr03	4266456	4.266456
m03_000329	chr03	4274391	4.274391
m03_000330	chr03	4283857	4.283857
m03_000331	chr03	4286984	4.286984
m03_000332	chr03	4289403	4.289403
m03_000333	chr03	4294769	4.294769
m03_000334	chr03	4321599	4.321599
m03_000335	chr03	4327172	4.327172
m03_000336	chr03	4335047	4.335047
m03_000337	chr03	4343675	4.343675
m03_000338	chr03	4404086	4.404086
m03_000339	chr03	4442711	4.442711
m03_000340	chr03	4449360	4.44936
m03_000341	chr03	4449640	4.44964
m03_000342	chr03	4452375	4.452375
m03_000343	chr03	4456902	4.456902
m03_000344	chr03	4466073	4.466073
m03_000345	chr03	4477625	4.477625
m03_000346	chr03	4493254	4.493254
m03_000347	chr03	4515892	4.515892
m03_000348	chr03	4517334	4.517334
m03_000349	chr03	4526596	4.526596
m03_000350	chr03	4539542	4.539542
m03_000351	chr03	4541107	4.541107
m03_000352	chr03	4544135	4.544135
m03_000353	chr03	4575554	4.575554
m03_000354	chr03	4586237	4.586237
m03_000355	chr03	4591989	4.591989
m03_000356	chr03	4592956	4.592956
m03_000357	chr03	4624643	4.624643
m03_000358	chr03	4630586	4.630586
m03_000359	chr03	4647795	4.647795
m03_000360	chr03	4648219	4.648219
m03_000361	chr03	4663190	4.66319
m03_000362	chr03	4664680	4.66468
m03_000363	chr03	4669326	4.669326
m03_000364	chr03	4699505	4.699505
m03_000365	chr03	4699683	4.699683
m03_000366	chr03	4706177	4.706177
m03_000367	chr03	4735588	4.735588
m03_000368	chr03	4751696	4.751696
m03_000369	chr03	4751913	4.751913
m03_000370	chr03	4774037	4.774037
m03_000371	chr03	4816583	4.816583
m03_000372	chr03	4816953	4.816953
m03_000373	chr03	4817954	4.817954
m03_000374	chr03	4829617	4.829617
m03_000375	chr03	4857826	4.857826
m03_000376	chr03	4860292	4.860292
m03_000377	chr03	4868050	4.86805
m03_000378	chr03	4872430	4.87243
m03_000379	chr03	4883447	4.883447
m03_000380	chr03	4885165	4.885165
m03_000381	chr03	4897056	4.897056
m03_000382	chr03	4904180	4.90418
m03_000383	chr03	4918756	4.918756
m03_000384	chr03	4921305	4.921305
m03_000385	chr03	4940895	4.940895
m03_000386	chr03	4942813	4.942813
m03_000387	chr03	4942990	4.94299
m03_000388	chr03	4946427	4.946427
m03_000389	chr03	4957322	4.957322
m03_000390	chr03	4979443	4.979443
m03_000391	chr03	5013668	5.013668
m03_000392	chr03	5014697	5.014697
m03_000393	chr03	5027491	5.027491
m03_000394	chr03	5057428	5.057428
m03_000395	chr03	5068979	5.068979
m03_000396	chr03	5072478	5.072478
m03_000397	chr03	5073406	5.073406
m03_000398	chr03	5093166	5.093166
m03_000399	chr03	5095392	5.095392
m03_000400	chr03	5173511	5.173511
m03_000401	chr03	5206815	5.206815
m03_000402	chr03	5228849	5.228849
m03_000403	chr03	5264128	5.264128
m03_000404	chr03	5294143	5.294143
m03_000405	chr03	5306890	5.30689
m03_000406	chr03	5309110	5.30911
m03_000407	chr03	5341726	5.341726
m03_000408	chr03	5378010	5.37801
m03_000409	chr03	5389910	5.38991
m03_000410	chr03	5390975	5.390975
m03_000411	chr03	5409601	5.409601
m03_000412	chr03	5436302	5.436302
m03_000413	chr03	5444780	5.44478
m03_000414	chr03	5455041	5.455041
m03_000415	chr03	5467847	5.467847
m03_000416	chr03	5468489	5.468489
m03_000417	chr03	5473421	5.473421
m03_000418	chr03	5475632	5.475632
m03_000419	chr03	5479081	5.479081
m03_000420	chr03	5482493	5.482493
m03_000421	chr03	5500800	5.5008
m03_000422	chr03	5508440	5.50844
m03_000423	chr03	5520607	5.520607
m03_000424	chr03	5520980	5.52098
m03_000425	chr03	5522674	5.522674
m03_000426	chr03	5528618	5.528618
m03_000427	chr03	5552909	5.552909
m03_000428	chr03	5568914	5.568914
m03_000429	chr03	5574355	5.574355
m03_000430	chr03	5581001	5.581001
m03_000431	chr03	5608641	5.608641
m03_000432	chr03	5626858	5.626858
m03_000433	chr03	5668263	5.668263
m03_000434	chr03	5677574	5.677574
m03_000435	chr03	5680400	5.6804
m03_000436	chr03	5681347	5.681347
m03_000437	chr03	5691593	5.691593
m03_000438	chr03	5698881	5.698881
m03_000439	chr03	5721430	5.72143
m03_000440	chr03	5729188	5.729188
m03_000441	chr03	5746058	5.746058
m03_000442	chr03	5750816	5.750816
m03_000443	chr03	5771383	5.771383
m03_000444	chr03	5772073	5.772073
m03_000445	chr03	5772923	5.772923
m03_000446	chr03	5778558	5.778558
m03_000447	chr03	5785811	5.785811
m03_000448	chr03	5798535	5.798535
m03_000449	chr03	5800542	5.800542
m03_000450	chr03	5816676	5.816676
m03_000451	chr03	5845595	5.845595
m03_000452	chr03	5862466	5.862466
m03_000453	chr03	5877262	5.877262
m03_000454	chr03	5885566	5.885566
m03_000455	chr03	5892299	5.892299
m03_000456	chr03	5914525	5.914525
m03_000457	chr03	5926529	5.926529
m03_000458	chr03	5931339	5.931339
m03_000459	chr03	5935122	5.935122
m03_000460	chr03	5949269	5.949269
m03_000461	chr03	5957259	5.957259
m03_000462	chr03	5965620	5.96562
m03_000463	chr03	5973469	5.973469
m03_000464	chr03	5978615	5.978615
m03_000465	chr03	5985009	5.985009
m03_000466	chr03	5999622	5.999622
m03_000467	chr03	6000511	6.000511
m03_000468	chr03	6008583	6.008583
m03_000469	chr03	6023467	6.023467
m03_000470	chr03	6023520	6.02352
m03_000471	chr03	6032237	6.032237
m03_000472	chr03	6033214	6.033214
m03_000473	chr03	6051821	6.051821
m03_000474	chr03	6057398	6.057398
m03_000475	chr03	6060570	6.06057
m03_000476	chr03	6063676	6.063676
m03_000477	chr03	6088708	6.088708
m03_000478	chr03	6094901	6.094901
m03_000479	chr03	6096846	6.096846
m03_000480	chr03	6107558	6.107558
m03_000481	chr03	6122866	6.122866
m03_000482	chr03	6153556	6.153556
m03_000483	chr03	6183232	6.183232
m03_000484	chr03	6191123	6.191123
m03_000485	chr03	6191916	6.191916
m03_000486	chr03	6209261	6.209261
m03_000487	chr03	6215795	6.215795
m03_000488	chr03	6217367	6.217367
m03_000489	chr03	6228619	6.228619
m03_000490	chr03	6293524	6.293524
m03_000491	chr03	6296987	6.296987
m03_000492	chr03	6306602	6.306602
m03_000493	chr03	6314047	6.314047
m03_000494	chr03	6314100	6.3141
m03_000495	chr03	6314926	6.314926
m03_000496	chr03	6319409	6.319409
m03_000497	chr03	6330150	6.33015
m03_000498	chr03	6347298	6.347298
m03_000499	chr03	6358073	6.358073
m03_000500	chr03	6368617	6.368617
m03_000501	chr03	6377323	6.377323
m03_000502	chr03	6379222	6.379222
m03_000503	chr03	6379781	6.379781
m03_000504	chr03	6401047	6.401047
m03_000505	chr03	6410507	6.410507
m03_000506	chr03	6413583	6.413583
m03_000507	chr03	6432550	6.43255
m03_000508	chr03	6439587	6.439587
m03_000509	chr03	6449342	6.449342
m03_000510	chr03	6449956	6.449956
m03_000511	chr03	6457186	6.457186
m03_000512	chr03	6464183	6.464183
m03_000513	chr03	6481091	6.481091
m03_000514	chr03	6491259	6.491259
m03_000515	chr03	6491967	6.491967
m03_000516	chr03	6504129	6.504129
m03_000517	chr03	6504839	6.504839
m03_000518	chr03	6554033	6.554033
m03_000519	chr03	6563775	6.563775
m03_000520	chr03	6584646	6.584646
m03_000521	chr03	6603849	6.603849
m03_000522	chr03	6610473	6.610473
